기간,국가명,수출건수,수출금액,수입건수,수입금액,무역수지
2000.03,사이프러스,134,"2,636",6,122,"2,514"
2000.03,바레인,132,"2,622",78,"34,382","-31,760"
2000.03,크로아티아,41,"2,364",1,63,"2,301"
2000.03,불가리아,107,"1,925",30,711,"1,214"
2000.03,이디오피아,42,"1,845",3,53,"1,792"
2000.03,지부티,41,"1,838",1,18,"1,820"
2000.03,코트디봐르,72,"1,779",0,0,"1,779"
2000.03,파푸아 뉴기니,54,"1,749",18,"2,267",-518
2000.03,탄자니아,55,"1,578",4,29,"1,548"
2000.03,괌,184,"1,564",9,"1,394",169
2000.03,불령 리유니온 코모도 제도,48,"1,510",0,0,"1,510"
2000.03,키르기스스탄,20,"1,482",3,17,"1,465"
2000.03,도미니카,12,"1,385",13,"4,432","-3,047"
2000.03,마세도니아,29,"1,331",1,9,"1,322"
2000.03,자마이카,72,"1,305",4,21,"1,284"
2000.03,챠드,3,"1,275",0,0,"1,275"
2000.03,앙골라,53,"1,268",3,"55,332","-54,064"
2000.03,사모아,28,"1,263",1,0,"1,263"
2000.03,아이티,42,"1,234",0,0,"1,234"
2000.03,투르크멘,36,"1,182",3,42,"1,140"
2000.03,트리니다드 토바고,54,"1,179",2,"1,896",-717
2000.03,토고,45,"1,142",0,0,"1,142"
2000.03,라트비아,54,"1,113",4,62,"1,051"
2000.03,마다카스카르,42,"1,103",3,20,"1,083"
2000.03,피지,84,"1,092",4,40,"1,052"
2000.03,베닝,49,"1,086",0,0,"1,086"
2000.03,네팔,67,"1,077",37,89,988
2000.03,마티니크,24,"1,048",0,0,"1,048"
2000.03,브루나이,55,924,8,"60,780","-59,856"
2000.03,모잠비크,13,922,0,0,922
2000.03,리투아니아,69,867,11,360,506
2000.03,과델로프,31,864,1,1,863
2000.03,슬로바키아,52,845,18,594,251
2000.03,짐바브웨,40,718,6,270,448
2000.03,카메룬,27,690,7,327,363
2000.03,아이슬란드,19,683,19,215,467
2000.03,불령 폴리네시아,40,671,0,0,671
2000.03,아메리칸 사모아,46,628,0,0,628
2000.03,베라루스,36,626,37,"3,919","-3,294"
2000.03,마이크로네시아,66,605,0,0,605
2000.03,볼리비아,37,578,4,125,453
2000.03,스와질랜드,44,548,34,"1,941","-1,393"
2000.03,세네갈,32,530,5,20,510
2000.03,아루바,17,527,0,0,527
2000.03,기니,13,526,7,273,254
2000.03,니제르,7,524,4,"27,770","-27,246"
2000.03,바누아투,23,503,2,74,429
2000.03,레소토,2,482,0,0,482
2000.03,시에라 리온,8,412,1,2,410
2000.03,팔라우,17,401,1,15,387
2000.03,라오스,25,398,0,0,398
2000.03,이라크,6,396,0,0,396
2000.03,뉴 칼레도니아,42,384,3,"3,308","-2,924"
2000.03,우간다,17,374,1,28,347
2000.03,콩고,13,367,11,"74,540","-74,174"
2000.03,에스토니아,27,363,6,177,186
2000.03,불령 가이아나,7,289,0,0,289
2000.03,타지크,9,286,5,138,148
2000.03,바베이도스,16,285,0,0,285
2000.03,감비아,13,280,0,0,280
2000.03,룩셈부르그,16,276,38,"8,175","-7,899"
2000.03,말라위,11,275,0,0,275
2000.03,가봉,16,263,8,"27,230","-26,968"
2000.03,아제르바이잔,13,256,1,2,255
2000.03,수리남,21,248,1,2,246
2000.03,몰도바,20,248,0,0,248
2000.03,보스니아-헤르체고비나,6,222,0,0,222
2000.03,버뮤다,10,209,0,0,209
2000.03,조지아,14,196,9,183,12
2000.03,몰디브,8,163,0,0,163
2000.03,모리타니,7,153,1,24,130
2000.03,세인트 피레 미켈론,3,144,0,0,144
2000.03,잠비아,17,136,5,280,-144
2000.03,알바니아,8,131,0,0,131
2000.03,벨리제,7,112,2,94,18
2000.03,가이아나,9,95,0,0,95
2000.03,에리트리아,24,87,0,0,87
2000.03,솔로몬 군도,7,77,6,"1,396","-1,319"
2000.03,네덜란드 열도,23,74,2,1,73
2000.03,부탄,5,72,0,0,72
2000.03,콩고민주공화국,5,64,0,0,64
2000.03,통가,8,57,0,0,57
2000.03,안티가 바부다,7,54,0,0,54
2000.03,서사하라,1,48,0,0,48
2000.03,소말리아,1,46,0,0,46
2000.03,그레나다,6,38,0,0,38
2000.03,말리,1,32,11,634,-602
2000.03,부룬디,2,28,0,0,28
2000.03,포클랜드 군도,3,22,0,0,22
2000.03,중앙아프리카공화국,1,22,0,0,22
2000.03,영령 버진군도,1,21,0,0,21
2000.03,루안다,1,21,0,0,21
2000.03,세이쉘,2,20,1,43,-23
2000.03,보츠와나,7,18,0,0,18
2000.03,나미비아,6,16,4,268,-252
2000.03,왈라스 & 퓨투나 군도,1,16,0,0,16
2000.03,영령 캐이맨 군도,5,16,0,0,16
2000.03,아르메니아,1,15,1,0,15
2000.03,키리바티,1,15,0,0,15
2000.03,안도라,3,13,6,24,-10
2000.03,세인트 빈센트 그레나딘,2,12,0,0,12
2000.03,쿡 아일랜드,1,8,0,0,8
2000.03,리히텐슈타인,2,8,3,34,-26
2000.03,노폴크 아일랜드,1,6,0,0,6
2000.03,부르키나 파소,3,5,1,4,0
2000.03,지브랄타,2,4,0,0,4
2000.03,투르크 & 카이코스 군도,2,4,0,0,4
2000.03,모나코,1,3,15,224,-221
2000.03,그린랜드,1,3,0,0,3
2000.03,산마리노,5,2,0,0,2
2000.03,세인트 루시아,1,1,0,0,1
2000.03,북한,0,0,8,"1,174","-1,174"
2000.03,카보 베르데,0,0,1,51,-51
2000.03,세인트 키츠 네비스,1,0,0,0,0
2000.03,허드 앤 맥도날드 군도,0,0,1,2,-2
2000.03,기네비소,0,0,3,218,-218
2000.03,적도 기니,0,0,1,126,-126
2000.03,상토메 프린스페,0,0,1,20,-20
2000.03,세인트 헬레나,0,0,1,0,0
2000.03,미령 버진군도,0,0,0,0,0
2000.03,크리스마스 아일랜드,0,0,2,49,-49
2000.03,마이너 아우틀링 합중국 군도,0,0,0,3,-3
2000.04,미국,"50,111","2,763,358","57,321","2,570,158","193,200"
2000.04,일본,"41,518","1,690,786","70,865","2,814,895","-1,124,108"
2000.04,중국,"34,542","1,394,958","33,760","1,032,362","362,596"
2000.04,홍콩,"26,203","862,101","6,303","106,338","755,763"
2000.04,대만,"9,032","694,785","11,576","356,101","338,684"
2000.04,싱가포르,"8,246","512,365","6,893","295,697","216,668"
2000.04,영국,"7,038","447,986","5,388","273,901","174,085"
2000.04,콜롬비아,412,"333,120",45,"3,084","330,035"
2000.04,독일,"7,523","333,035","14,926","364,715","-31,680"
2000.04,말레이시아,"5,847","294,322","4,957","423,919","-129,597"
2000.04,필리핀,"6,111","281,692","2,803","126,002","155,690"
2000.04,인도네시아,"10,484","273,399","2,795","466,719","-193,320"
2000.04,캐나다,"5,689","196,268","2,410","213,231","-16,963"
2000.04,네덜란드,"3,499","192,243","2,084","112,465","79,778"
2000.04,멕시코,"3,781","183,525",523,"30,489","153,036"
2000.04,베트남,"8,287","177,917","1,390","27,233","150,684"
2000.04,이탈리아,"3,249","176,102","6,880","123,506","52,596"
2000.04,태국,"5,915","161,299","3,156","125,065","36,234"
2000.04,아랍에미리트 연합,"3,958","159,979",223,"360,622","-200,643"
2000.04,호주,"5,021","156,916","2,666","511,114","-354,198"
2000.04,스페인,"2,756","151,333","1,205","22,158","129,174"
2000.04,브라질,"2,012","133,986",400,"66,763","67,224"
2000.04,프랑스,"3,150","125,849","4,694","162,341","-36,492"
2000.04,인도,"3,412","104,027","1,889","91,855","12,172"
2000.04,라이베리아,7,"100,112",1,39,"100,073"
2000.04,터키,"1,481","96,354",116,"2,294","94,060"
2000.04,벨기에,"1,683","94,510","1,143","63,336","31,174"
2000.04,사우디아라비아,"2,050","91,070",195,"721,281","-630,211"
2000.04,노르웨이,397,"83,219",511,"13,403","69,816"
2000.04,파나마,614,"79,788",5,266,"79,522"
2000.04,사이프러스,152,"71,562",2,2,"71,560"
2000.04,그리스,684,"68,009",66,"2,101","65,908"
2000.04,러시아 연방,"1,704","56,963",837,"137,922","-80,959"
2000.04,몰타,52,"56,139",52,"2,759","53,379"
2000.04,폴란드,935,"53,957",86,"5,755","48,202"
2000.04,아일랜드,620,"53,930",501,"64,351","-10,421"
2000.04,과테말라,"1,325","53,905",30,"5,694","48,211"
2000.04,방글라데시,"2,880","53,817",92,"1,389","52,428"
2000.04,핀란드,745,"47,139",577,"26,192","20,947"
2000.04,칠레,"1,018","46,562",252,"70,795","-24,232"
2000.04,미얀마,"1,040","44,590",78,"2,336","42,254"
2000.04,이란,382,"43,373",76,"146,861","-103,488"
2000.04,카타르,118,"42,996",18,"176,606","-133,610"
2000.04,이스라엘,"1,207","39,597",555,"34,388","5,208"
2000.04,베네주엘라,491,"38,701",18,415,"38,286"
2000.04,남아프리카공화국,"1,735","36,832",445,"66,749","-29,917"
2000.04,파키스탄,952,"36,094",721,"20,498","15,596"
2000.04,포루투갈,566,"35,428",77,"1,433","33,995"
2000.04,영령 캐이맨 군도,15,"34,841",0,0,"34,841"
2000.04,아르헨티나,872,"34,810",56,"1,706","33,104"
2000.04,스리랑카,"1,673","34,532",171,"3,843","30,689"
2000.04,바하마,42,"34,459",0,0,"34,459"
2000.04,스위스,701,"30,723","2,335","77,490","-46,767"
2000.04,이집트,630,"29,043",54,"4,014","25,029"
2000.04,스웨덴,"1,026","27,506","1,460","46,010","-18,503"
2000.04,우즈베크,164,"22,225",60,"8,210","14,016"
2000.04,나이지리아,569,"22,144",1,0,"22,144"
2000.04,오스트리아,446,"21,807",796,"20,276","1,531"
2000.04,뉴질랜드,"1,273","21,405",947,"56,881","-35,476"
2000.04,기타국,570,"20,145","7,992","1,188","18,957"
2000.04,푸에르토리코,145,"17,341",40,"1,444","15,897"
2000.04,루마니아,184,"16,943",21,"3,054","13,889"
2000.04,도미니카 공화국,472,"15,987",9,"4,092","11,895"
2000.04,괌,166,"15,682",6,185,"15,497"
2000.04,덴마크,664,"15,586","1,213","33,740","-18,154"
2000.04,헝가리,436,"15,373",269,"8,203","7,169"
2000.04,온두라스,281,"15,150",15,"3,048","12,102"
2000.04,페루,420,"14,333",41,"4,797","9,536"
2000.04,쿠웨이트,360,"12,915",54,"225,725","-212,811"
2000.04,시리아,277,"12,174",12,554,"11,620"
2000.04,코스타리카,472,"10,710",43,"3,581","7,130"
2000.04,우루과이,255,"10,450",16,453,"9,997"
2000.04,요르단,414,"10,353",10,169,"10,184"
2000.04,엘살바도르,302,"9,908",10,184,"9,724"
2000.04,리비아,208,"9,795",2,0,"9,795"
2000.04,우크라이나,328,"8,710",63,"27,069","-18,359"
2000.04,레바논,260,"8,229",9,498,"7,731"
2000.04,튀니지,158,"8,152",5,244,"7,907"
2000.04,북마리아나 군도,304,"8,104",2,0,"8,104"
2000.04,캄보디아,418,"8,083",8,154,"7,929"
2000.04,알제리,74,"7,305",0,0,"7,305"
2000.04,몽골,355,"6,895",20,179,"6,716"
2000.04,오만,153,"6,578",33,"204,013","-197,435"
2000.04,체코공화국,220,"6,358",136,"9,478","-3,120"
2000.04,니카라과,210,"5,943",0,0,"5,943"
2000.04,모로코,143,"5,316",54,624,"4,691"
2000.04,에쿠아도르,147,"5,315",71,"53,269","-47,954"
2000.04,마카오,303,"5,030",10,53,"4,977"
2000.04,카자흐스탄,264,"4,829",28,"2,541","2,288"
2000.04,아프카니스탄,515,"4,615",1,2,"4,613"
2000.04,슬로베니아,101,"4,174",41,"1,638","2,536"
2000.04,앙골라,42,"3,954",2,30,"3,924"
2000.04,케냐,152,"3,892",13,133,"3,758"
2000.04,가나,178,"3,297",3,262,"3,034"
2000.04,수단,66,"3,135",7,"8,285","-5,150"
2000.04,니제르,10,"3,113",1,25,"3,088"
2000.04,바레인,103,"2,840",69,"42,064","-39,223"
2000.04,예맨,79,"2,826",11,"55,609","-52,783"
2000.04,모리셔스,124,"2,456",2,6,"2,450"
2000.04,크로아티아,44,"2,352",1,6,"2,345"
2000.04,도미니카,25,"1,940",7,"3,460","-1,521"
2000.04,파라과이,68,"1,889",3,18,"1,870"
2000.04,트리니다드 토바고,68,"1,768",3,"2,773","-1,006"
2000.04,탄자니아,55,"1,627",3,28,"1,599"
2000.04,자마이카,70,"1,576",5,63,"1,513"
2000.04,네팔,72,"1,520",39,238,"1,282"
2000.04,아이티,45,"1,508",0,0,"1,508"
2000.04,토고,46,"1,486",2,5,"1,482"
2000.04,불가리아,97,"1,461",32,800,660
2000.04,리투아니아,83,"1,321",15,299,"1,023"
2000.04,코트디봐르,52,"1,258",0,0,"1,258"
2000.04,짐바브웨,39,"1,247",7,174,"1,073"
2000.04,몰도바,22,"1,191",0,0,"1,191"
2000.04,과델로프,37,"1,133",1,1,"1,132"
2000.04,에리트리아,26,"1,074",1,104,971
2000.04,지부티,27,983,0,0,983
2000.04,키르기스스탄,17,972,0,0,972
2000.04,파푸아 뉴기니,36,956,25,"5,137","-4,182"
2000.04,에스토니아,30,894,9,643,251
2000.04,불령 리유니온 코모도 제도,39,841,0,0,841
2000.04,라트비아,47,816,4,122,695
2000.04,이디오피아,26,787,2,32,755
2000.04,마다카스카르,31,773,4,40,733
2000.04,스와질랜드,35,769,32,"2,916","-2,147"
2000.04,아이슬란드,18,762,15,233,529
2000.04,베닝,32,757,0,0,757
2000.04,보츠와나,15,711,1,0,711
2000.04,마세도니아,20,708,0,0,708
2000.04,브루나이,51,689,8,"70,728","-70,039"
2000.04,볼리비아,40,687,1,3,685
2000.04,나미비아,16,660,4,243,417
2000.04,안티가 바부다,17,636,0,0,636
2000.04,베라루스,43,625,19,832,-207
2000.04,마티니크,27,611,0,0,611
2000.04,슬로바키아,29,600,3,8,592
2000.04,모잠비크,12,590,0,0,590
2000.04,카메룬,35,588,7,149,439
2000.04,우간다,15,565,1,42,522
2000.04,세네갈,23,561,2,11,550
2000.04,가봉,9,541,0,0,541
2000.04,콩고,12,520,6,"42,390","-41,870"
2000.04,레소토,5,510,1,7,503
2000.04,바베이도스,48,499,1,0,499
2000.04,아루바,19,497,0,0,497
2000.04,뉴 칼레도니아,42,482,3,723,-240
2000.04,라오스,35,459,1,20,438
2000.04,피지,45,455,3,47,408
2000.04,버뮤다,20,378,1,11,367
2000.04,말라위,9,356,0,0,356
2000.04,팔라우,5,351,0,0,351
2000.04,사모아,19,313,0,0,313
2000.04,투르크멘,18,293,0,0,293
2000.04,아메리칸 사모아,19,275,1,8,266
2000.04,기니,9,249,8,341,-93
2000.04,아제르바이잔,14,249,1,1,248
2000.04,마이크로네시아,27,248,1,2,246
2000.04,불령 폴리네시아,25,206,0,0,206
2000.04,룩셈부르그,22,196,36,"5,401","-5,205"
2000.04,가이아나,10,179,4,184,-5
2000.04,잠비아,11,151,3,223,-72
2000.04,수리남,15,150,0,0,150
2000.04,보스니아-헤르체고비나,7,147,0,0,147
2000.04,허드 앤 맥도날드 군도,1,138,0,0,138
2000.04,시에라 리온,7,135,0,0,135
2000.04,조지아,13,133,6,122,11
2000.04,벨리제,12,123,5,661,-538
2000.04,콩고민주공화국,5,122,1,176,-54
2000.04,바누아투,9,117,2,99,17
2000.04,타지크,5,115,8,467,-353
2000.04,모리타니,9,112,0,0,112
2000.04,알바니아,10,110,0,0,110
2000.04,감비아,8,99,1,21,78
2000.04,키리바티,12,97,0,0,97
2000.04,소말리아,1,91,0,0,91
2000.04,세이쉘,2,88,0,0,88
2000.04,투르크 & 카이코스 군도,2,87,0,0,87
2000.04,그레나다,13,84,0,0,84
2000.04,솔로몬 군도,5,67,10,"1,215","-1,148"
2000.04,네덜란드 열도,15,66,0,0,66
2000.04,세인트 루시아,6,65,0,0,65
2000.04,이라크,3,58,1,"25,240","-25,182"
2000.04,모나코,3,57,15,125,-68
2000.04,부룬디,2,51,0,0,51
2000.04,아르메니아,5,48,0,0,48
2000.04,말리,2,47,8,602,-556
2000.04,쿡 아일랜드,2,35,0,0,35
2000.04,통가,2,33,0,0,33
2000.04,부탄,1,22,0,0,22
2000.04,몰디브,5,22,0,0,22
2000.04,티모르,1,21,0,0,21
2000.04,부르키나 파소,3,21,0,0,21
2000.04,불령 가이아나,4,14,0,0,14
2000.04,세인트 빈센트 그레나딘,2,11,0,0,11
2000.04,그린랜드,1,9,0,0,9
2000.04,포클랜드 군도,2,8,0,0,8
2000.04,마샬군도,1,8,0,0,8
2000.04,세인트 키츠 네비스,4,3,0,0,3
2000.04,미령 버진군도,1,3,1,1,1
2000.04,앙귈라,1,1,0,0,1
2000.04,리히텐슈타인,1,1,3,41,-40
2000.04,적도 기니,0,0,1,248,-248
2000.04,투발루,0,0,0,0,0
2000.04,토켈라우,0,0,1,1,-1
2000.04,산마리노,1,0,1,40,-39
2000.04,세인트 헬레나,0,0,1,5,-5
2000.04,루안다,1,0,0,0,0
2000.04,기네비소,0,0,2,281,-281
2000.04,지브랄타,1,0,0,0,0
2000.04,중앙아프리카공화국,0,0,0,0,0
2000.04,안도라,1,0,3,87,-87
2000.04,북한,0,0,6,"1,541","-1,541"
2000.04,코모로스,1,0,0,0,0
2000.04,크리스마스 아일랜드,0,0,1,0,0
2000.04,영령 버진군도,1,0,0,0,0
2000.05,미국,"52,610","3,194,060","62,259","2,634,243","559,817"
2000.05,일본,"38,152","1,664,472","69,546","2,627,642","-963,169"
2000.05,중국,"38,316","1,634,917","35,385","1,066,610","568,307"
2000.05,홍콩,"27,741","871,415","7,233","107,307","764,108"
2000.05,대만,"9,354","697,610","12,650","408,134","289,476"
2000.05,싱가포르,"8,143","509,128","7,806","345,096","164,032"
2000.05,독일,"8,245","478,837","16,853","391,222","87,615"
2000.05,영국,"7,888","452,251","5,846","250,938","201,313"
2000.05,호주,"5,549","280,244","3,057","565,161","-284,917"
2000.05,말레이시아,"6,106","275,857","5,219","421,162","-145,304"
2000.05,인도네시아,"11,376","270,882","2,953","449,999","-179,117"
2000.05,필리핀,"6,061","267,661","3,001","122,445","145,216"
2000.05,네덜란드,"4,161","261,807","2,307","105,587","156,220"
2000.05,이탈리아,"3,663","211,882","7,228","128,170","83,713"
2000.05,멕시코,"4,253","198,842",577,"22,360","176,482"
2000.05,그리스,917,"185,046",68,"4,919","180,126"
2000.05,아랍에미리트 연합,"4,729","173,377",216,"280,522","-107,144"
2000.05,바하마,34,"166,663",1,40,"166,623"
2000.05,베트남,"8,686","166,612","1,426","29,491","137,121"
2000.05,태국,"6,127","161,821","3,444","125,800","36,021"
2000.05,브라질,"2,135","158,613",468,"84,268","74,345"
2000.05,프랑스,"3,625","146,245","5,204","196,545","-50,300"
2000.05,스페인,"2,922","138,338","1,222","21,614","116,724"
2000.05,캐나다,"5,120","131,805","2,687","196,601","-64,797"
2000.05,이란,444,"123,750",70,"145,879","-22,128"
2000.05,사우디아라비아,"2,803","121,789",183,"722,475","-600,686"
2000.05,터키,"1,907","118,678",119,"3,671","115,007"
2000.05,인도,"3,484","108,020","2,049","82,600","25,420"
2000.05,벨기에,"1,882","107,985","1,269","56,664","51,321"
2000.05,라이베리아,7,"63,917",2,35,"63,882"
2000.05,이스라엘,"1,199","60,463",598,"33,763","26,700"
2000.05,방글라데시,"2,949","58,322",117,"1,961","56,362"
2000.05,폴란드,"1,019","58,223",98,"6,755","51,468"
2000.05,러시아 연방,"1,745","57,889",950,"158,600","-100,711"
2000.05,칠레,"1,055","56,483",266,"82,287","-25,804"
2000.05,기타국,486,"51,918","7,855","1,688","50,230"
2000.05,아일랜드,611,"50,841",595,"69,554","-18,713"
2000.05,스위스,782,"49,503","2,664","73,923","-24,420"
2000.05,마샬군도,5,"49,131",0,0,"49,131"
2000.05,핀란드,792,"48,831",714,"27,433","21,398"
2000.05,스리랑카,"2,138","43,091",173,"3,552","39,538"
2000.05,이집트,699,"42,724",73,"13,171","29,553"
2000.05,베네주엘라,349,"39,404",14,333,"39,071"
2000.05,파키스탄,"1,179","39,058",777,"19,747","19,311"
2000.05,아르헨티나,838,"38,221",99,"18,061","20,160"
2000.05,스웨덴,"1,306","37,277","1,645","46,597","-9,319"
2000.05,포루투갈,716,"36,942",88,"1,228","35,714"
2000.05,남아프리카공화국,"1,787","36,348",515,"80,584","-44,236"
2000.05,과테말라,"1,030","34,547",21,"3,086","31,461"
2000.05,미얀마,886,"33,873",49,"1,538","32,335"
2000.05,뉴질랜드,"1,469","28,041","1,011","64,363","-36,322"
2000.05,파나마,675,"26,892",13,"3,355","23,537"
2000.05,오스트리아,555,"25,842",863,"21,369","4,473"
2000.05,페루,555,"23,725",46,"19,816","3,909"
2000.05,시리아,345,"18,511",2,65,"18,446"
2000.05,나이지리아,622,"17,789",5,78,"17,711"
2000.05,콜롬비아,493,"16,983",35,"4,511","12,471"
2000.05,우루과이,371,"16,152",38,"1,296","14,856"
2000.05,도미니카 공화국,447,"15,610",6,"9,235","6,375"
2000.05,루마니아,223,"15,503",42,"1,257","14,246"
2000.05,알제리,107,"15,502",5,"8,021","7,480"
2000.05,오만,197,"14,998",27,"128,639","-113,642"
2000.05,우즈베크,180,"14,220",100,"11,762","2,458"
2000.05,헝가리,454,"13,877",300,"7,952","5,926"
2000.05,요르단,593,"13,771",18,"4,635","9,135"
2000.05,리비아,198,"13,607",1,6,"13,602"
2000.05,덴마크,826,"12,995","1,334","28,549","-15,554"
2000.05,온두라스,222,"12,665",19,"2,451","10,214"
2000.05,우크라이나,387,"11,705",76,"9,510","2,195"
2000.05,노르웨이,504,"11,395",578,"43,365","-31,970"
2000.05,쿠웨이트,338,"11,080",54,"169,137","-158,057"
2000.05,푸에르토리코,177,"10,840",51,"2,538","8,302"
